Volatility 3 Framework 2.0.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
2160	SearchIndexer.	0x85bd3648	0x80c	File	0x120089	\Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\0001000A.dir
2160	SearchIndexer.	0xa2add1d0	0x810	Section	0xf0005	
2160	SearchIndexer.	0x85bd3590	0x814	File	0x12019f	\Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\0001000B.wid
2160	SearchIndexer.	0xa1d84990	0x818	Section	0xf0007	
2160	SearchIndexer.	0x85eed850	0x81c	Event	0x1f0003	
2160	SearchIndexer.	0x85bddc68	0x820	File	0x120089	\Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\0001000B.ci
2160	SearchIndexer.	0x85bddb60	0x824	File	0x120089	\Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\0001000B.dir
2160	SearchIndexer.	0x81e93030	0x828	Section	0xf0005	
2160	SearchIndexer.	0x85bce3c0	0x82c	Event	0x1f0003	
2160	SearchIndexer.	0x85bce380	0x830	Event	0x1f0003	
2160	SearchIndexer.	0x85be0d48	0x834	Thread	0x1fffff	Tid 2212 Pid 2160
2160	SearchIndexer.	0x85bd3350	0x838	Event	0x1f0003	
2160	SearchIndexer.	0x85bcd1d8	0x83c	Event	0x1f0003	
2160	SearchIndexer.	0x841e57c8	0x840	Event	0x1f0003	
2160	SearchIndexer.	0x85bce4f0	0x844	File	0x12019f	\Device\NamedPipe\MsFteWds
2160	SearchIndexer.	0x85eedcd8	0x848	EtwRegistration	0x804	
2160	SearchIndexer.	0x85be0d08	0x84c	Event	0x1f0003	
2160	SearchIndexer.	0x85017940	0x850	Semaphore	0x100003	
2160	SearchIndexer.	0x85bdd040	0x854	Mutant	0x1f0001	WindowsSearchService_EfsRegKeysMutex
2160	SearchIndexer.	0x850178f8	0x858	Semaphore	0x100003	
2160	SearchIndexer.	0x850178b0	0x85c	Semaphore	0x100003	
2160	SearchIndexer.	0x85bd38e0	0x860	Semaphore	0x100003	
2160	SearchIndexer.	0x85bd3898	0x864	Semaphore	0x100003	
2160	SearchIndexer.	0x85bd3850	0x868	Semaphore	0x100003	
2160	SearchIndexer.	0x85bd3808	0x86c	Semaphore	0x100003	
2160	SearchIndexer.	0x85bd37c0	0x870	Semaphore	0x100003	
2160	SearchIndexer.	0x85bdd1f0	0x874	EtwRegistration	0x804	
2160	SearchIndexer.	0x85be0c58	0x878	EtwRegistration	0x804	
2160	SearchIndexer.	0x85bdd138	0x87c	File	0x120089	\Device\HarddiskVolume1\Windows\System32\en-US\vsstrace.dll.mui
2160	SearchIndexer.	0x85bdd0f0	0x880	Event	0x1f0003	
2160	SearchIndexer.	0x85bdddf0	0x884	Event	0x1f0003	
2160	SearchIndexer.	0x85bd4c48	0x888	File	0x12019f	\Device\NamedPipe\samr
2160	SearchIndexer.	0x85bddf08	0x88c	Mutant	0x1f0001	
2160	SearchIndexer.	0x85bd3f70	0x890	Event	0x1f0003	
2160	SearchIndexer.	0x85eed3a0	0x894	Event	0x1f0003	
2160	SearchIndexer.	0x81e725d0	0x898	Key	0x2001f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\VSS\DIAG\MSSEARCH SERVICE WRITER
2160	SearchIndexer.	0x85bd4c00	0x89c	Event	0x1f0003	
2160	SearchIndexer.	0x85bd4ae8	0x8a0	Event	0x100003	
2160	SearchIndexer.	0x85bbd6f0	0x8a4	Thread	0x1fffff	Tid 2184 Pid 2160
2160	SearchIndexer.	0x85bce718	0x8a8	ALPC Port	0x1f0001	
2160	SearchIndexer.	0x81e40030	0x8ac	Token	0xe	
2160	SearchIndexer.	0x85017c20	0x8b0	ALPC Port	0x1f0001	
2160	SearchIndexer.	0x81f816f8	0x8b4	Token	0xb	
2160	SearchIndexer.	0x85bcd3f8	0x8b8	Event	0x1f0003	
2160	SearchIndexer.	0x85bdf1c8	0x8bc	Event	0x1f0003	
2160	SearchIndexer.	0x85bdf748	0x8c0	Thread	0x1fffff	Tid 2232 Pid 2160
2160	SearchIndexer.	0x85eed0f8	0x8c4	Event	0x1f0003	
2160	SearchIndexer.	0x85be1ba8	0x8c8	Event	0x1f0003	
2160	SearchIndexer.	0x85bde420	0x8cc	Event	0x1f0003	
2160	SearchIndexer.	0x85bdd7e0	0x8d0	Thread	0x1fffff	Tid 2236 Pid 2160
2160	SearchIndexer.	0x85bde468	0x8d4	File	0x12019f	\Device\HarddiskVolume1
2160	SearchIndexer.	0x85bdee38	0x8d8	Event	0x1f0003	
2160	SearchIndexer.	0x85bdf650	0x8dc	Event	0x1f0003	
2160	SearchIndexer.	0x85be3b70	0x8e0	EtwRegistration	0x804	
2160	SearchIndexer.	0x85bd3928	0x8e4	Thread	0x1fffff	Tid 2220 Pid 2160
2160	SearchIndexer.	0x857094b0	0x8e8	Event	0x100000	TermSrvReadyEvent
2160	SearchIndexer.	0x85bdef00	0x8ec	ALPC Port	0x1f0001	
2160	SearchIndexer.	0x85eed030	0x8f0	Timer	0x1f0003	
2160	SearchIndexer.	0x85bd3928	0x8f4	Thread	0x2000840	Tid 2220 Pid 2160
2160	SearchIndexer.	0x85bdf748	0x8f8	Thread	0x2000840	Tid 2232 Pid 2160
2160	SearchIndexer.	0xa2bf3670	0x8fc	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\PROPERTYSYSTEM\PROPERTYHANDLERS
2160	SearchIndexer.	0x85be35e0	0x900	Event	0x1f0003	
2160	SearchIndexer.	0x85be1540	0x904	Timer	0x1f0003	
2160	SearchIndexer.	0xa5b91030	0x908	Token	0xf01ff	
2160	SearchIndexer.	0x85be1038	0x90c	EtwRegistration	0x804	
2160	SearchIndexer.	0x85be1c20	0x910	EtwRegistration	0x804	
2160	SearchIndexer.	0x85be1190	0x914	EtwRegistration	0x804	
2160	SearchIndexer.	0x85bdd7e0	0x918	Thread	0x2000840	Tid 2236 Pid 2160
2160	SearchIndexer.	0x85be17d8	0x91c	EtwRegistration	0x804	
2160	SearchIndexer.	0x963a7520	0x924	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHER\WINDOWS\SYSTEMINDEX\CRAWLS\37
2160	SearchIndexer.	0x85be27d8	0x928	Event	0x1f0003	
2160	SearchIndexer.	0x85be1cd0	0x92c	Event	0x1f0003	
2160	SearchIndexer.	0x8512e420	0x930	File	0x120089	\Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
2160	SearchIndexer.	0x85bea3b0	0x934	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe2SDE
2160	SearchIndexer.	0x85be55c8	0x938	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001SDE
2160	SearchIndexer.	0x85bdd7e0	0x93c	Thread	0x1fffff	Tid 2236 Pid 2160
2160	SearchIndexer.	0x85be2798	0x940	Event	0x1f0003	
2160	SearchIndexer.	0x85be3f88	0x944	Event	0x1f0003	
2160	SearchIndexer.	0x81e40030	0x948	Token	0x8	
2160	SearchIndexer.	0x85be3f48	0x94c	Event	0x1f0003	
2160	SearchIndexer.	0x81e33a28	0x950	Section	0xf0007	UsGthrFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001_1
2160	SearchIndexer.	0x85be54b8	0x954	Event	0x1f0003	UsGthrFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001_1DRE
2160	SearchIndexer.	0x85be5468	0x958	Event	0x1f0003	UsGthrFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001_1DAE
2160	SearchIndexer.	0x85be5418	0x95c	Event	0x1f0003	UsGthrFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001_1DSE
2160	SearchIndexer.	0x85be53c0	0x960	Semaphore	0x1f0003	UsGthrFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001_1TRM
2160	SearchIndexer.	0x85be5368	0x964	Semaphore	0x1f0003	UsGthrFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001_1RCM
2160	SearchIndexer.	0xa7b7c1e0	0x968	Section	0xf0007	UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001
2160	SearchIndexer.	0x8512eff0	0x96c	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001DRE
2160	SearchIndexer.	0x8512efa0	0x970	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001DAE
2160	SearchIndexer.	0x8512ef50	0x974	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001DSE
2160	SearchIndexer.	0x8512eef8	0x978	Semaphore	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001TRM
2160	SearchIndexer.	0x8512eea0	0x97c	Semaphore	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-1716914095-909560446-1177810406-10001RCM
2160	SearchIndexer.	0xa174e8a8	0x980	Key	0xf003f	USER
2160	SearchIndexer.	0x8512e980	0x984	Thread	0x1fffff	Tid 2252 Pid 2248
2160	SearchIndexer.	0x85be2d28	0x988	Process	0x1fffff	SearchIndexer. Pid 2248
2160	SearchIndexer.	0x85bed760	0x98c	Process	0x1fffff	SearchIndexer. Pid 2304
2160	SearchIndexer.	0x85bdf328	0x990	Event	0x21f0003	
2160	SearchIndexer.	0xa7b7c2b0	0x994	Key	0x8	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION
2160	SearchIndexer.	0xa2f23ea8	0x998	Key	0x8	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\APPCOMPATFLAGS
2160	SearchIndexer.	0x81ec3620	0x99c	Key	0x9	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS
2160	SearchIndexer.	0x85beb030	0x9a0	Job	0x1f001f	
2160	SearchIndexer.	0x85befe40	0x9a4	Event	0x1f0003	
2160	SearchIndexer.	0x85bec030	0x9a8	Thread	0x1fffff	Tid 2272 Pid 2268
2160	SearchIndexer.	0x85ac9d28	0x9ac	Process	0x1fffff	SearchIndexer. Pid 2268
2160	SearchIndexer.	0x85ac9c70	0x9b0	Event	0x1f0003	
2160	SearchIndexer.	0x85bc6ef0	0x9b4	Event	0x1f0003	
2160	SearchIndexer.	0x85bec610	0x9b8	Mutant	0x1f0001	
2160	SearchIndexer.	0x85bec5d0	0x9bc	Event	0x1f0003	
2160	SearchIndexer.	0x85bec580	0x9c0	Mutant	0x1f0001	
2160	SearchIndexer.	0x85bee030	0x9c4	Event	0x1f0003	
2160	SearchIndexer.	0xa7a47b10	0x9c8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\PROPERTYBAG
2160	SearchIndexer.	0xa2f748d0	0x9cc	Key	0xf003f	MACHINE\SOFTWARE\CLASSES
2160	SearchIndexer.	0xa7a4c7b8	0x9d0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{FDD39AD0-238F-46AF-ADB4-6C85480369C7}\PROPERTYBAG
2160	SearchIndexer.	0x81faf6f0	0x9d4	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{ED4824AF-DCE4-45A8-81E2-FC7965083634}\PROPERTYBAG
2160	SearchIndexer.	0x85bec6f8	0x9d8	File	0x100020	\Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
2160	SearchIndexer.	0x85929b70	0x9dc	EtwRegistration	0x804	
2160	SearchIndexer.	0x85bec680	0x9e0	EtwRegistration	0x804	
2160	SearchIndexer.	0x85bea730	0x9e4	File	0x120089	\Device\HarddiskVolume1\Windows\System32\en-US\shell32.dll.mui
2160	SearchIndexer.	0xa2b4e040	0x9e8	Section	0x6	windows_shell_global_counters
2160	SearchIndexer.	0x85bea360	0x9ec	Event	0x1f0003	
2160	SearchIndexer.	0x85bf0220	0x9f0	File	0x120089	\Device\HarddiskVolume1\Windows\System32\en-US\propsys.dll.mui
2160	SearchIndexer.	0x81f0c748	0x9f4	Section	0xf0007	UsGthrFltPipeMssGthrPipe2_1
2160	SearchIndexer.	0x85bea260	0x9f8	Event	0x1f0003	UsGthrFltPipeMssGthrPipe2_1DRE
2160	SearchIndexer.	0x85bea210	0x9fc	Event	0x1f0003	UsGthrFltPipeMssGthrPipe2_1DAE
2160	SearchIndexer.	0x85beeff0	0xa00	Event	0x1f0003	UsGthrFltPipeMssGthrPipe2_1DSE
2160	SearchIndexer.	0x85beef98	0xa04	Semaphore	0x1f0003	UsGthrFltPipeMssGthrPipe2_1TRM
2160	SearchIndexer.	0x85beef40	0xa08	Semaphore	0x1f0003	UsGthrFltPipeMssGthrPipe2_1RCM
2160	SearchIndexer.	0xa2fb93e8	0xa0c	Section	0xf0007	UsGthrCtrlFltPipeMssGthrPipe2
2160	SearchIndexer.	0x85beee30	0xa10	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe2DRE
2160	SearchIndexer.	0x85bec990	0xa14	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe2DAE
2160	SearchIndexer.	0x85bec940	0xa18	Event	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe2DSE
2160	SearchIndexer.	0x85bec8e8	0xa1c	Semaphore	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe2TRM
2160	SearchIndexer.	0x85bec890	0xa20	Semaphore	0x1f0003	UsGthrCtrlFltPipeMssGthrPipe2RCM
2160	SearchIndexer.	0x85bf0a88	0xa24	Thread	0x1fffff	Tid 2308 Pid 2304
2160	SearchIndexer.	0x85bed760	0xa28	Process	0x1fffff	SearchIndexer. Pid 2304
2160	SearchIndexer.	0x85b8a1b0	0xa2c	Event	0x1f0003	
2160	SearchIndexer.	0x85bfe450	0xa30	Event	0x1f0003	
2160	SearchIndexer.	0x85bee868	0xa34	EtwRegistration	0x804	
2160	SearchIndexer.	0x85bd03a8	0xa38	EtwRegistration	0x804	
2160	SearchIndexer.	0x85bd02f0	0xa3c	File	0x120089	\Device\HarddiskVolume1\Windows\System32\en-US\setupapi.dll.mui
2160	SearchIndexer.	0x85bd02a8	0xa40	Event	0x1f0003	
2160	SearchIndexer.	0x85bd0258	0xa44	Mutant	0x1f0001	
2160	SearchIndexer.	0x85bd0dc8	0xa48	Event	0x1f0003	
2160	SearchIndexer.	0x85bd0d78	0xa4c	Mutant	0x1f0001	
2160	SearchIndexer.	0x85c00378	0xa50	Event	0x1f0003	
2160	SearchIndexer.	0x85bff2c8	0xa54	Event	0x1f0003	
2160	SearchIndexer.	0x85bff308	0xa58	Mutant	0x1f0001	
2160	SearchIndexer.	0x85bff200	0xa5c	Mutant	0x1f0001	
2160	SearchIndexer.	0x85bff1c0	0xa60	Event	0x1f0003	
2160	SearchIndexer.	0x85ac34f8	0xa64	Event	0x1f0003	
2160	SearchIndexer.	0x84fd49a0	0xa68	Event	0x1f0003	
2160	SearchIndexer.	0x85c06218	0xa6c	Mutant	0x1f0001	
2160	SearchIndexer.	0x85bf94e8	0xa70	Event	0x1f0003	
2160	SearchIndexer.	0x85ba7ea8	0xa74	Mutant	0x1f0001	
2160	SearchIndexer.	0x85bff180	0xa78	Event	0x1f0003	
2160	SearchIndexer.	0x85c000e8	0xa7c	Event	0x1f0003	
2160	SearchIndexer.	0x85add990	0xa80	Event	0x1f0003	
2160	SearchIndexer.	0x85c05078	0xa84	Mutant	0x1f0001	
2160	SearchIndexer.	0x8593bfb0	0xa88	Event	0x1f0003	
2160	SearchIndexer.	0x85b722e8	0xa8c	Mutant	0x1f0001	
2160	SearchIndexer.	0x85ac3538	0xa90	Event	0x1f0003	
2160	SearchIndexer.	0x85bfe8e0	0xa94	Event	0x1f0003	
2160	SearchIndexer.	0x85bcc030	0xa98	Thread	0x2000840	Tid 2204 Pid 2160
2160	SearchIndexer.	0x85c5c038	0xa9c	ALPC Port	0x1f0001	
2160	SearchIndexer.	0x85c814b0	0xaa0	Event	0x1f0003	
2160	SearchIndexer.	0x81ffa8a8	0xaa8	Token	0xf01ff	
2160	SearchIndexer.	0xa7bdfbc0	0xaac	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHER\WINDOWS\SYSTEMINDEX\CRAWLS\38
2160	SearchIndexer.	0x85c802d0	0xab8	Event	0x1f0003	
2248	SearchProtocol	0x88be7a88	0x4	Directory	0x3	KnownDlls
2248	SearchProtocol	0x85be8d58	0x8	File	0x100020	\Device\HarddiskVolume1\Windows\System32
2248	SearchProtocol	0x81f24540	0xc	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS
2248	SearchProtocol	0x85be8578	0x10	Mutant	0x1f0001	
2248	SearchProtocol	0x85be8ba8	0x14	ALPC Port	0x1f0001	
2248	SearchProtocol	0xa2fddcc0	0x18	Key	0x20019	MACHINE
2248	SearchProtocol	0x85be8538	0x1c	Event	0x1f0003	
2248	SearchProtocol	0xa7a2b0a0	0x20	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER
2248	SearchProtocol	0x85be1ec8	0x24	Event	0x21f0003	
2248	SearchProtocol	0x85884d80	0x28	WindowStation	0xf037f	WinSta0
2248	SearchProtocol	0x858095b0	0x2c	Desktop	0xf01ff	Default
2248	SearchProtocol	0x85884d80	0x30	WindowStation	0xf037f	WinSta0
2248	SearchProtocol	0x85be8968	0x34	EtwRegistration	0x804	
2248	SearchProtocol	0x85be8920	0x38	Event	0x1f0003	
2248	SearchProtocol	0x85be88e0	0x3c	Event	0x1f0003	
2248	SearchProtocol	0x85be88a0	0x40	Event	0x1f0003	
2248	SearchProtocol	0x85be8860	0x44	Event	0x1f0003	
2248	SearchProtocol	0x85be8820	0x48	Event	0x1f0003	
2248	SearchProtocol	0x85be87e0	0x4c	Event	0x1f0003	
2248	SearchProtocol	0x96279670	0x50	Directory	0xf	BaseNamedObjects
2248	SearchProtocol	0x8512e038	0x54	EtwRegistration	0x804	
2248	SearchProtocol	0x8512e208	0x58	EtwRegistration	0x804	
2248	SearchProtocol	0x85be87a0	0x5c	Event	0x1f0003	
2248	SearchProtocol	0x8512e190	0x60	EtwRegistration	0x804	
2248	SearchProtocol	0x8512e118	0x64	EtwRegistration	0x804	
2248	SearchProtocol	0x85be3938	0x68	Mutant	0x1f0001	
2248	SearchProtocol	0x85eed190	0x6c	Event	0x1f0003	
2248	SearchProtocol	0x85bdf3a8	0x70	Event	0x1f0003	
2248	SearchProtocol	0x85be7400	0x74	File	0x100001	\Device\KsecDD
2248	SearchProtocol	0x85bdf468	0x78	Event	0x1f0003	
2248	SearchProtocol	0x85be1f60	0x7c	Event	0x1f0003	
2248	SearchProtocol	0x8512e0d0	0x80	Event	0x1f0003	
2248	SearchProtocol	0x8512e4d0	0x84	Event	0x1f0003	
2248	SearchProtocol	0xa7b8f218	0x88	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be5cd0	0x8c	Event	0x1f0003	
2248	SearchProtocol	0x85be5c90	0x90	Event	0x1f0003	
2248	SearchProtocol	0x85be8670	0x94	Event	0x1f0003	
2248	SearchProtocol	0xa217e738	0x98	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be8630	0x9c	Event	0x1f0003	
2248	SearchProtocol	0x8512e5d0	0xa0	Event	0x1f0003	
2248	SearchProtocol	0x8512e590	0xa4	Event	0x1f0003	
2248	SearchProtocol	0x81efd1f0	0xa8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be3a88	0xac	Event	0x1f0003	
2248	SearchProtocol	0x85be3a48	0xb0	Event	0x1f0003	
2248	SearchProtocol	0x85be3a08	0xb4	Event	0x1f0003	
2248	SearchProtocol	0xa217e6d8	0xb8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be1a28	0xbc	Event	0x1f0003	
2248	SearchProtocol	0x85be19e8	0xc0	Event	0x1f0003	
2248	SearchProtocol	0x85be19a8	0xc4	Event	0x1f0003	
2248	SearchProtocol	0xa7a4c5a0	0xc8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be5ff0	0xcc	Event	0x1f0003	
2248	SearchProtocol	0x85be5fb0	0xd0	Event	0x1f0003	
2248	SearchProtocol	0x85be5f70	0xd4	Event	0x1f0003	
2248	SearchProtocol	0x81e1f860	0xd8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be5f30	0xdc	Event	0x1f0003	
2248	SearchProtocol	0x85be5ef0	0xe0	Event	0x1f0003	
2248	SearchProtocol	0x85be5eb0	0xe4	Event	0x1f0003	
2248	SearchProtocol	0xa2f23f48	0xe8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be5e70	0xec	Event	0x1f0003	
2248	SearchProtocol	0x85be5e30	0xf0	Event	0x1f0003	
2248	SearchProtocol	0x85eedff0	0xf4	Event	0x1f0003	
2248	SearchProtocol	0xa2f23fa8	0xf8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85eedfb0	0xfc	Event	0x1f0003	
2248	SearchProtocol	0x85eedf70	0x100	Event	0x1f0003	
2248	SearchProtocol	0x85eedf30	0x104	Event	0x1f0003	
2248	SearchProtocol	0xa7b8c430	0x108	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85eedef0	0x10c	Event	0x1f0003	
2248	SearchProtocol	0x85eedeb0	0x110	Event	0x1f0003	
2248	SearchProtocol	0x85eede70	0x114	Event	0x1f0003	
2248	SearchProtocol	0xa7a4c460	0x118	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85eede30	0x11c	Event	0x1f0003	
2248	SearchProtocol	0x8512e940	0x120	Event	0x1f0003	
2248	SearchProtocol	0x8512e900	0x124	Event	0x1f0003	
2248	SearchProtocol	0xa7a2b210	0x128	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x8512e8c0	0x12c	Event	0x1f0003	
2248	SearchProtocol	0x8512e880	0x130	Event	0x1f0003	
2248	SearchProtocol	0x8512e840	0x134	Event	0x1f0003	
2248	SearchProtocol	0x81e1bfd0	0x138	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x8512e800	0x13c	Event	0x1f0003	
2248	SearchProtocol	0x8512e7c0	0x140	Event	0x1f0003	
2248	SearchProtocol	0x8512e780	0x144	Event	0x1f0003	
2248	SearchProtocol	0xa2bf8690	0x148	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be7030	0x14c	Event	0x1f0003	
2248	SearchProtocol	0x85be73b8	0x150	Event	0x1f0003	
2248	SearchProtocol	0x85be7378	0x154	Event	0x1f0003	
2248	SearchProtocol	0xa7a4c540	0x158	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be7338	0x15c	Event	0x1f0003	
2248	SearchProtocol	0x85be72f8	0x160	Event	0x1f0003	
2248	SearchProtocol	0x85be72b8	0x164	Event	0x1f0003	
2248	SearchProtocol	0x81e58670	0x168	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be7278	0x16c	Event	0x1f0003	
2248	SearchProtocol	0x85be7238	0x170	Event	0x1f0003	
2248	SearchProtocol	0x85be71f8	0x174	Event	0x1f0003	
2248	SearchProtocol	0xa7a4c4e0	0x178	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be71b8	0x17c	Event	0x1f0003	
2248	SearchProtocol	0x85be7178	0x180	Event	0x1f0003	
2248	SearchProtocol	0x85be7138	0x184	Event	0x1f0003	
2248	SearchProtocol	0xa2bf8710	0x188	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be70f8	0x18c	Event	0x1f0003	
2248	SearchProtocol	0x85be70b8	0x190	Event	0x1f0003	
2248	SearchProtocol	0x85be7078	0x194	Event	0x1f0003	
2248	SearchProtocol	0x81e1bdd0	0x198	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be5aa8	0x19c	Event	0x1f0003	
2248	SearchProtocol	0x85be5a68	0x1a0	Event	0x1f0003	
2248	SearchProtocol	0x85be5a28	0x1a4	Event	0x1f0003	
2248	SearchProtocol	0x81e686f0	0x1a8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be59e8	0x1ac	Event	0x1f0003	
2248	SearchProtocol	0x85be59a8	0x1b0	Event	0x1f0003	
2248	SearchProtocol	0x85be5968	0x1b4	Event	0x1f0003	
2248	SearchProtocol	0x81e44238	0x1b8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be5928	0x1bc	Event	0x1f0003	
2248	SearchProtocol	0x85be58e8	0x1c0	Event	0x1f0003	
2248	SearchProtocol	0x85be58a8	0x1c4	Event	0x1f0003	
2248	SearchProtocol	0xa2f131b8	0x1c8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be5868	0x1cc	Event	0x1f0003	
2248	SearchProtocol	0x85be5828	0x1d0	Event	0x1f0003	
2248	SearchProtocol	0x85be57e8	0x1d4	Event	0x1f0003	
2248	SearchProtocol	0x81e58750	0x1d8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\GATHERING MANAGER
2248	SearchProtocol	0x85be57a8	0x1dc	Event	0x1f0003	
2248	SearchProtocol	0x85be5768	0x1e0	Event	0x1f0003	
2248	SearchProtocol	0x85be5728	0x1e4	Event	0x1f0003	
